phase,id,name,simple_name,synonyms,question,gender,is_searchable,is_askable,neo4j_id,types
1,687,Sore throat,"Pain, scratchiness or irritation of the throat","pain in throat, odynophagia, swallowing hurts, pain when swallowing, throat hurts, scratchiness of the throat that worsens with swallowing, irritation of the throat that worsens with swallowing, throat feels tender","Do you have a {sore throat}[Sore throat is pain, scratchiness, or irritation of the throat that often worsens when you swallow]?",both,True,True,528,symptom
2,558,Spider telangiectasia,Swollen blood vessels on the skin that looks like a spiders web,"spider nevus, spider angioma, small blood vessels under skin surface, web-like vessels under skin, spider-like network of red lines under skin, Swollen blood vessels on the skin that looks like a spiders web",Do you have a {spider telangiectasia}[Spider telangiectasia is a swollen blood vessel on the skin surface that looks like a spider's web] anywhere on your body?,both,True,True,10,symptom
2,602,Splinter hemorrhages,Black or dark brown scratch-like marks under or on the nails,"black marks on nails, tiny blood marks underneath the nail, long red streaks down the fingernails, tiny vertical blood clots under the nails, longitudinal red-brown haemorrhage under a nail, wood splinter under nails, scratch-like marks under nails",Do you have dark scratch-like marks under your nails?,both,True,True,241,symptom
1,1045,Squint in a child,Deviated eye,"eyes deviation, misaligned eyes, one eye looking outwards, one eye looking inwards, one eye looking upwards, one eye looking downwards, squinted eye, left and right eyes turn in different directions",Do you notice that your child's eyes are {misaligned}[Misaligned means that your child's left and right eyes turn in different directions]?,both,True,True,263,symptom
1,1047,Squint in an adult,Deviated eye,"eyes deviation, misaligned eyes, one eye looking outwards, one eye looking inwards, one eye looking upwards, one eye looking downwards, squinted eye, left and right eyes turn in different directions",Do you notice that your eyes are {misaligned}[Misaligned means that your left and right eyes turn in different directions]?,both,True,True,262,symptom
1,702,Steatorrhea,Fat in stool,"fatty stool, bulky stool that floats, oily poop, greasy poop, difficult to flush feces, difficult to flush poop, difficult to flush stool",Is your poop oily and difficult to flush?,both,True,True,439,symptom
2,125,Stinging or burning sensation at face,Prickling sensation on face,"prickling sensation at face, biting sensation at face, Face tingling, Facial irritation feeling",Have you been feeling a burning or stinging sensation in your face?,both,True,True,879,symptom
1,1086,Strawberry tongue,Reddish tongue,"extremely reddish tongue, Tongue with a red rough texture, tongue with a red bumpy texture",Is your tongue extremely reddish in color?,both,True,True,242,symptom
2,425,Stridor,Noise while breathing,"Noise while breathing, high pitched breathing, breathing with wheezing sound, musical breathing, extrathoracic airway obstruction, Noisy inhalation or exhalation, Audible breathing, Raspy breathing, Harsh respiratory noise",Do you make noisy sounds while breathing?,both,True,True,683,symptom
2,139,Subungual hyperkeratosis,Thickening of skin under nails,"Thickening of skin under nails, Thickened nail bed, Keratin buildup under the nail, Thickened skin beneath the nail, Nail bed keratinization, Thickening of the nail matrix, excessive reproduction of skin cells under nail, skin under nails is thick, skin under nails is bulky, white buildup under nails",Have you noticed a white buildup under your nails?,both,True,True,311,symptom
2,482,Sudden inability to stand on toes,,"cannot stand on toes, loss of plantar flexion, cannot point foot down, limited ability to flex foot, inability to stand on tiptoes, unable to carry bodyweight against gravity, leg cannot support any bodyweight, unable to stand on ankle, unable to stand on feet",Have you been suddenly unable to stand on your toes?,both,True,True,52,symptom
1,639,Sudden numbness or tingling on one side of face,Loss of sensation in one side of face,"sudden tingling in one face side, loss of sensation in one side of face, inability to feel one side of the face, tingling in the right face side, tingling in the left face side   ",Have you recently experienced sudden numbness or tingling on one side of your face?,both,True,True,102,symptom
1,733,"Sudden paralysis of arm or leg on one side of the body, that may include the face",Inability to move the arm or leg on one side of the body,"sudden loss of muscle function of arm and leg on one side of the body, sudden loss of muscle function on one side of the face, inability to move the muscles of the arm in one side of the body, inability to move the muscles of the leg in one side of the body,  cannot move the muscles of the face from one side, cannot move the muscles of the leg in one side of the body, cannot move the muscles of the arm in one side of the body, arm is freezed on one side of the body, leg is freezed on one side of the body, Inability to move the arm and leg on one side of the body","Have you recently had sudden {paralysis}[Paralysis is being unable to move part(s) of your body] of your arm or leg on <b>one side</b> of your body, which may also include <b>one side</b> of your face?",both,True,True,77,symptom
2,496,Sudden paralysis of one side of the face,Inability to move the muscles of the face in one side,"inability to move the muscles of the face in one side, one side of the face is freezed, sudden inability to make facial expressions on one side of the face, Unilateral facial paralysis, Facial hemiplegia",Have you recently experienced a sudden inability to move one side of your face?,both,True,True,640,symptom
2,63,"Sudden weakness in one side of the body, that may include the face",,"sudden weakness of arm and leg on one side of the body, unilateral paresis, hemiparesis, half of body feels weak, weakness in one side of the body and face","Have you suddenly felt weakness on one side of your body, which may also include one side of your face?",both,True,True,212,symptom
2,761,Swelling in arms,Enlarged arms or hands,"enlarged arms, swollen hands, arms enlargement, bulge in arms, protruded arms, larger arms, puffy arms, puffy hands, arms becoming denser, Arm edema, Edema of the upper limbs",Do you have {swelling}[Swelling is when the skin becomes larger or rounder in size] in your arms?,both,True,True,485,symptom
2,61,Swelling in feet or ankle region,Enlarged feet or ankle,"enlarged feet, enlarged ankle, swollen feet, swollen ankle, bulge in feet, bulge in ankle, protruded feet, protruded ankle, larger feet, larger ankle, puffy feet, puffy ankle, change in feet size, change in ankle size, feet becoming denser, ankle becoming denser",Do you have swelling in your feet or around your ankle?,both,True,True,919,symptom
2,514,Swelling in scrotum,Lump or swelling in testicle sac,"enlarged testicles, lump in testicles, scrotal enlargement, bulge in balls, bulge in testicles, swollen testicles, swollen balls, lump in balls, puffy testicle sac",Do you have a lump or swelling in your testicle sac?,male,True,True,624,symptom
1,623,Swelling in thighs,Enlarged thighs,"enlarged thighs, bulge in thighs, protruded thighs, puffy thighs, thighs becoming denser, Thigh bloating, Thigh inflammation",Do you have swelling in your thigh(s)?,both,True,True,562,symptom
2,148,Swelling in tongue with inflammation,Tongue inflammation,"glossitis, enlarged tongue, Tongue inflammation, tongue enlargement, bulge in tongue, protruded tongue, puffy tongue, increased size tongue, tongue becoming denser, big red tongue with pain","Is your tongue swollen and {inflamed}[Inflammation is when a site in your body swells up, turns red, and hurts]?",both,True,True,184,symptom
1,628,Swelling inside the ear,,"puffiness inside the ear, inflammation inside ear, abnormal enlargement inside ear",Have you noticed any swelling inside your ear?,both,True,True,483,symptom
2,825,Swelling of the vagina,Bulge out of vagina,"bump at the vaginal opening, ball-shaped vagina, lump at the vaginal opening, mass at the vaginal opening, bulge at vagina, rounded protrusion of vagina, puffy vagina, Vaginal swelling, Enlargement of the vagina, Vaginal edema, Inflamed vagina",Do you have an abnormal enlargement in your vagina?,female,True,True,334,symptom
2,298,Syncope,Fainting,"Fainting, passing out, loss of consciousness, Blacking out, Sudden collapse, Temporary unconsciousness, Swooning, Momentary loss of awareness",Have you been fainting or losing consciousness?,both,True,True,774,symptom
2,806,Tachycardia,Rapid heart rate,"fast heart rate, fast pulse, fast heartbeat, rapid heartbeat, fast heart rhythms, rapid heart rhythms, fast heart rhythms, rapid pulse, Rapid heart rate",Is your heart rate above the upper limit according to your age at the moment?,both,True,True,49,symptom
1,649,Tachypnea,Abnormally rapid breathing,"rapid respirations, abnormally rapid breathing, breathing fast, fast respirations, shallow breathing, respiratory rate greater than normal, hyperventilation, respiratory rate of more than 20 breaths per minute",Is your breathing {abnormally rapid}[Abnormally rapid breath refers to a rate of more than 20 breaths per minute]?,both,True,True,550,symptom
2,657,Tender forehead or back of the head,It hurts to touch or apply pressure on forehead or on the back of head,"sore forehead, back of the head is sore, it hurts to touch forehead, it hurts to touch the area above the eyebrows, forehead is painful to touch, forehead is painful when applying a pressure, It hurts to touch back of the head, back of the head is painful to touch, back of the head hurts when touched, it hurts to press down on forehead,  it hurts to press down on the back of head",Does it hurt when you touch or press down on your forehead or the back of your head?,both,True,True,545,symptom
2,401,Tenderness at the sole of the foot underneath the heel,Tenderness at the heel pad,"Tenderness at the heel pad, bottom of foot hurts when touched, heel pad hurts with pressure, feet hurt when standing, region beneath the heel hurts when touched, achy heel pad when touched, sore heel pad, area under heel is sore",Does it hurt when you touch or apply pressure on either of your heel pads,both,True,True,701,symptom
2,98,Tenderness in achilles tendon,Pain at the heel tendon when touched,"Pain at the heel tendon when touched, sore Achilles tendon, the tendon that attaches the calf muscles to the heel is sore, the heel tendon is sore to touch, pain at the heel tendon when applying a pressure",Does it hurt when you touch or apply pressure on your {achilles tendon}[Achilles tendon is a tough tissue that connects the calf muscle to the heel bone]?,both,True,True,894,symptom
2,339,Tenderness in leg,Leg hurts when touched,"leg sore to the touch, leg hurts when touched,  pain at the leg when touched, it hurts to apply pressure on leg",Does it hurt when you touch or apply pressure to your leg?,both,True,True,746,symptom
2,614,Tenderness in thigh,Thigh hurts when touched,"thigh hurt when touched,  thighs pain by touching, pain at the area above the knee when applying pressure, pain at the area above the knee when touched, femur area pain by touching, pain from hip to the knee when touched, Thigh soreness, Sensitivity in the thigh",Does it hurt when you touch or press down on your thigh?,both,True,True,23,symptom
2,488,Tenderness in upper extremity,Arms hurt when touched,"arms hurt when touched,  arms are painful when touched, pain at the arms when applying a pressure, arms are sore to touch",Does it hurt when you touch or apply pressure on your arms?,both,True,True,644,symptom
2,874,Thermal sensitivity of tooth,,"Tooth sensitivity to thermal changes, Temperature sensitivity of tooth, teeth hurt from hot drink, toothache from hot drink, toothache from cold drink, teeth hurt from cold drink",Is your tooth/teeth sensitive to heat or cold?,both,True,True,422,symptom
2,257,Thick skin at neck,,"fat skin at the neck back, bulky skin at neck, cervical skin increased thickness, chunky neck skin, Denser neck skin, Coarse neck skin, Toughened neck skin, Heavy skin at the neck, Pronounced neck skin, Thicker dermis on the neck, Sturdy neck skin",Do you have thickened skin at the folds of the sides or the back of your neck?,both,True,True,805,symptom
2,526,Thick skin in abdomen,Thick skin on belly,"thick skin on belly, bulk area on belly, Hardened abdominal skin, Thickened epidermis in the abdomen",Do you have thickened skin at the folds and creases of your belly?,both,True,True,188,symptom
2,722,Thick skin under axillae,Thick skin at armpit,"thick skin at armpit, thick skin at underarm, thick skin at oxter, Tough skin under the armpits, Hardened skin in the axillary area, Thickened dermis under the armpits",Do you have thickened skin on your armpits?,both,True,True,510,symptom
1,823,Thick skin under the breasts,,"thickened skin under boobs, Skin thickening beneath the breasts, Dense skin under the breasts, Thickened dermis beneath the breasts, Subcutaneous thickening below the breasts",Do you have thickened skin under your breasts?,female,True,True,297,symptom
2,423,Thickened skin in lower extremity,Thick skin on legs or feet,"thick skin at legs, thick skin at feet, hyperkeratosis of the lower limb, thick skin at the lower limb, hyperkeratosis of the lower extremity, leathery skin patches on legs, leathery skin patches on feet",Do you have any thick or leathery skin patches on your legs or feet?,both,True,True,685,symptom
2,867,Thickened skin in upper extremity,"Thick skin on arm, wrist, forearm, or hand","Thick skin in upper limbs, thick skin at arm, thick skin at wrist, thick skin at forearm, thick skin at hand, leathery skin in arms, hyperkeratosis of the upper limb, hyperkeratosis of the upper extremity","Do you have any patch of skin on your arms, elbow pits, forearms, or hands that feels thick or leathery?",both,True,True,146,symptom
2,135,"Thin, irregular burrow tracks made up of tiny bumps or blisters on skin",Small tunnel underneath the skin,"tracks of blisters on the skin, track-like burrows on the skin, short wavy lines of blisters on skin surface, tiny raised and crooked lines on skin surface, line of small bumps on the body",Do you have tracks of blisters anywhere on your body?,both,True,True,871,symptom
2,341,Thinning or loss of hair anywhere,,"hair shedding, hair is falling out, hairfall, front hairline receding, Balding",Have you recently noticed any thinning or loss of hair anywhere on your body?,both,True,True,744,symptom
2,371,Tinnitus,Ringing in ears,"ringing in ears, noises in ears, sound in the head with no external source, hearing ringing, hearing buzzing, hearing hissing, hearing chirping, hearing whistling",Do you have a ringing or buzzing in your ears? ,both,True,True,724,symptom
2,118,Tissue passing from vagina,,"Vaginal material discharge, Vaginal substance expulsion, Mass coming out of the vagina, Vaginal matter shedding, Passage of vaginal matter, Substance discharge from the vagina, Vaginal substance passage, Vaginal substance release",Have you noticed any tissue passing from your vagina that may include blood clots?,female,True,True,883,symptom
1,640,Tonsillar hypertrophy,Swollen/enlarged tonsils,"swollen tonsils, big tonsils, tonsillar hypertrophy, enlarged tonsils, the two rounded lumps in the back of throat are large",Have your {tonsils}[Tonsils are the two rounded lumps in the back of your throat] grown larger in size?,both,True,True,555,"etiology, symptom"
1,873,Toothache,,"dental pain, teeth pain, tooth hurts",Do you have toothache?,both,True,True,424,symptom
2,545,Tophi,Hard bumps under the skin found at joints or ear,"swollen yellowish-white growths on joints, hard bumps under the skin of joints, lump under the skin of joint, Gouty nodules, Uric acid accumulations","Do you have hard bumps on your {joints}[Joints of your fingers, toes, knees, elbows, wrists, or ankles] just under your skin that may have a yellowish-white color?",both,True,True,15,symptom
2,393,Transient visual disturbances,Transient visual loss,"Transient visual loss, Temporary visual disturbances, grey-out of vision, black-outs of vision, blur-outs of vision, vision temporarily distorted, temporary problems with vision",Have you had temporary problems with your vision lately?,both,True,True,-1,symptom
2,922,Tremor,Shaking,"extremities shaking, limbs shaking, hand moving, trembling, shivering, quivering, body shaking, hands and legs shaking",Do you have {tremors}[Tremors are randomly unintended shaking of your body as whole or only arms and legs]?,both,True,True,265,symptom
2,875,Trismus,Difficulty opening the mouth,"lockjaw, inability to move jaws, inability to open mouth, Difficulty opening the mouth, hard time opening the mouth, Jaw stiffness, Limited mouth opening, Jaw immobility, Inhibited jaw movement",Is it hard to open your mouth?,both,True,True,421,symptom
2,229,Trouble walking,,"unable to walk normally, difficulty walking, inability to walk, hard walking, inability to move on feet, Walking impairment, Unsteady walking, Walking instability, Walking limitations, Walking challenges, Impaired mobility, Uncoordinated walking",Do you have difficulty walking?,both,True,True,818,symptom
2,273,Ugly duckling sign,A mole that looks or feels different from other moles in the body,"A mole that looks different from other moles in the body, pigmented lesion that is different from the others in the body, a nevus that is different from the others in the body, a pigmented lesion that does not resemble the surrounding pigmented nevi",Do you have a pigmented skin lesion that does not look like the rest of your body's pigmented lesions?,both,True,True,153,symptom
2,82,Ulcer at sole of foot,Open wound in bottom of foot,"open sore on the foot bottom, crater wound on feet, open lesions on foot that don't heal, ulcer on the bottom of foot, skin breaking down and exposing the layers underneath on foot, break in the skin which fails to heal at the foot bottom",Do you have an {ulcer}[An ulcer refers to an open wound] on the sole of your foot?,both,True,True,206,symptom
1,661,Ulcer in lower leg or ankles,Open wound in lower leg or ankles,"sore at lower leg, sore at ankle, open wound in lower leg,  open wound in ankle, crater wound on lower leg, open lesions on lower leg, open lesions on ankle, skin breaking down exposing the layers underneath in lower leg, break in the skin which fails to heal in the ankle",Do you have any {ulcers}[Ulcers refer to open wounds] forming anywhere on your lower legs or ankles?,both,True,True,541,symptom
2,752,Unusual cravings for non-nutritive substances,Appetite for non-nutritive substances,"pica, ice craving, dirt craving, starch craving, clay craving, appetite for non-nutritive substances, cravings to inedible substances, appetite for substances not fit to be eaten, Cravings for non-food items, Unusual desire for non-nutritive substances, Cravings for non-edible materials","Do you have unusual cravings for non-nutritive substances, such as ice, dirt, starch or clay?",both,True,True,449,symptom
2,562,Urethral discharge,Strange liquid coming out of urethra,"strange liquid coming out of the opening of the penis, Penile discharge, urethrorrhea, Abnormal urethral secretion, Urethral exudate, Fluid coming from the urethra, weird discharge from penis",Have you had unusual {urethral discharge}[Urethral discharge is an unusual discharge or liquid coming out from where urine normally comes out from]?,both,True,True,312,symptom
1,654,Urinary frequency,Frequent urination,"going too much to the bathroom to pee, too much urination, bladder is full all time, overactive bladder, peeing too much, piss a lot, urinate more often than usual",Do you frequently have the urge to pee but you do not pee a lot?,both,True,True,431,symptom
2,307,Urinary hesitancy,Inability to urinate,"urination difficulty, inability to urinate, cannot urinate, inability to pee, cannot pee, peeing difficulty, poor stream, weak stream, dribbling",Do you have trouble starting or maintaining pee flow?,both,True,True,768,symptom
2,367,Urinary incontinence,Leaking urine,"uncontrolled urination, involuntary urine loss, lack of bladder control, involuntary leakage of urine, involuntary leakage of pee, difficulty controlling urination, inability to control urine",Have you been involuntarily peeing?,both,True,True,367,"disease, symptom"
2,7,Urinary retention,Sense of incomplete emptying of urine,"Sense of incomplete emptying of urine, incomplete pee, incomplete bladder emptying, incomplete bladder voiding, urine still remains after urinating, bladder is not emptying fully, difficulty fully emptying the bladder, bladder doesn't empty completely, residual urine remains, Inability to urinate fully",Do you feel that you do not completely empty your {bladder}[The bladder is an organ in the body that stores urine] after peeing?,both,True,True,225,symptom
1,666,Urinary Tract Infection,Infection in any part of urinary system,"UTI, infection in the urinary system, infection of kidneys, infection of the ureters, infection of the bladder, infection of the urethra",Do you frequently develop or have you recently developed a {Urinary tract infection}[Urinary tract infection is an infection in any part of the urinary system]?,both,True,True,538,"etiology, symptom, disease"
1,650,Urinary urgency,Urgent feeling to pee,"cannot hold urine in for long, urgent need to piss, urgent need to pee, overwhelming need to get to a restroom to pee, frequent strong need to urinate, pee that is difficult to delay, rush to the restroom to pee",Have you frequently been finding yourself urgently needing to pee?,both,True,True,549,symptom
2,316,Uterine contractions,Tightening of the muscles of the uterus,"the shortening of the uterine muscles, Womb contractions, Uterine muscle spasms, Uterine tightening, uterine cramps, Uterine rhythmic movements, Uterine muscle activity, uterine muscle flexing",Have you been having {uterine contractions}[Uterine contraction is the tightening of the muscles of the womb]?,female,True,True,763,symptom
2,723,Vaginal bleeding not from menstruation,Blood from vagina not from period,"blood from vagina not from period, vaginal bleeding not from period, bleeding between periods, spotting between periods, bleeding that is not part of a period, unusual blood from vagina",Have you been bleeding from your vagina that is not caused by your period?,female,True,True,509,"etiology, symptom"
2,490,Vaginal discharge,Strange fluid coming out of vagina other than blood,"liquid from vagina, other than blood,     fluid continuously shed through vagina, fluid secreted from vagina, water from vagina","Have you noticed any unusual liquids leaking from your vagina, other than blood?",female,True,True,634,symptom
2,86,Vaginal dryness,Excessively dry vagina,"vagina is not well lubricated, Lack of vaginal lubrication, Insufficient vaginal moisture, Absence of vaginal wetness, Vaginal dehydration, Reduced vaginal lubrication",Has your vagina been more dry than usual?,female,True,True,885,symptom
2,150,Vertigo,Spinning dizziness,"Spinning dizziness, spinning surroundings, Sensation of being lightheaded, moving surroundings, Whirling feeling, Room spinning, Feeling unsteady, Giddiness, Wooziness",Do you feel that you or your surroundings are moving or spinning?,both,True,True,864,symptom
2,375,Very salty-tasting skin,,"Salt-flavored skin, Overwhelming saltiness of the skin, Salt-infused skin, Excessive salinity of the skin",Have you noticed that your skin tastes strangely salty?,both,True,True,721,symptom
1,851,Visual loss,Blindness,"inability to see, sightlessness, complete visual impairment, losing sight, Blindness",Did you lose sight in one or both eyes?,both,True,True,448,symptom
2,859,Vomiting,Throwing up,"throwing up, puke, barf, emesis, forcefully expelling stomach content, forcible emptying of stomach, expulsion of the contents of stomach, retching, heaving, hurling, tossing, Upchucking, Regurgitating","Have you recently {vomited}[Vomiting is known as puking, where the food you've recently eaten is forced out of your mouth]?",both,True,True,442,"etiology, symptom"
1,996,Vulvar lesion,,"Vulvar Plaque, Vulvar Mass, wart-like skin on vulva, vulvar nodules, vesicles at vulva, pustules at vulva, lesion at the outer part of the genitals, lesion at the opening of the vagina","Do you have {any lesions}[A lesion can be a plaque, mass, or ulcer] at your {vulva}[Vulva is the outer part of the female genitals]?",female,True,True,287,symptom
1,744,Vulvovaginal pain,Pain at vagina or vulva,"vagina hurts, vulva hurts, discomfort at vagina, discomfort at vulva",Does your vagina hurt?,female,True,True,493,symptom
1,753,Warm breast,Feeling of heat in the breast,"breasts feel warmer than usual, a feeling of warmth at boobs, a feeling of heat at breast, a feeling of heat at boobs",Do your breast(s) feel warmer than usual?,female,True,True,478,symptom
2,244,Waxy skin,,"waxy lesions on the body, waxy lumps, Translucent skin spots, Glassy skin spots, Glossy skin lesions, Polished skin lesions, Lustrous skin spots, Shiny skin spots",Have you noticed recently any waxy skin lesions anywhere in your body?,both,True,True,-1,symptom
1,863,Weak bones that break or fracture easily,Easily get bone fractures,"Easily get bone fractures, brittle bones, bones easily break, fragile bones, bones more likely to fracture",Do you break your bones easily not necessarily following a major injury?,both,True,True,397,symptom
2,380,Weak immune system,Falling sick easily,"get infected easily, infections last long,  getting sick easily, falling sick easily, compromised immunity, impaired immune response, immunodeficient, recurrent infections",Do you experience frequent infections with severe symptoms?,both,True,True,127,"etiology, symptom"
2,220,Weakness of hand,,"poor grip strength, poor strength hand, hand not functioning well, Reduced hand strength, Lack of hand power, Feeble hand muscles, inability to hold objects, Decreased hand dexterity, impaired hand function",Has your hand grip become weakened recently which makes it difficult to hold objects?,both,True,True,823,symptom
2,457,Wheezing,Whistling breathing,"whistling breathing, high-pitched sound when breathing, coarse whistling when breathing, whistling sound that occur by inhaling and exhaling, ",Does your breathing have a {wheezing}[Wheezing is a high-pitched whistling sound made while you breathe even if you breathe from your mouth] sound?,both,True,True,403,symptom
2,38,White patches on tonsils,Light spots on tonsils,"light spots on tonsils, light dots on tonsils, white coating on tonsils, the two masses at the back of throat are white, white cover on tonsils",Do you have white patches on your tonsils?,both,True,True,936,symptom
2,97,Widened pulse pressure,Difference between systolic blood pressure and diastolic blood pressure is higher than 60 mm hg,"the difference between the top number of blood pressure and the bottom number is higher than 60 mm hg, a big difference between the systolic blood pressure and the diastolic blood pressure, high pulse pressure, Increased pulse pressure, Expanded pulse pressure, Wide difference between systolic and diastolic blood pressure, Elevated pulse pressure, Enlarged pulse pressure, Augmented pulse pressure, Greater pulse pressure, Extended pulse pressure range, Widened blood pressure fluctuation, Higher pulse pressure readings",Do you have a {widened pulse pressure}[when the difference between the top number (systolic blood pressure) of your blood pressure reading and the bottom number (diastolic blood pressure) is higher than 60 mm hg]?,both,True,True,895,symptom
2,296,Xanthomas,Yellow papule(s) or nodule(s) on the skin,"yellow skin growths, yellow papules on skin, yellow nodules on skin,  skin lesions containing fat, Fatty nodules on skin, Yellowish deposits over skin, Lipid bumps, Fatty skin growths, Yellow bumps under the skin, Cholesterol-filled nodules",Have you noticed the appearance of new yellow growths anywhere on your skin?,both,True,True,776,symptom
2,471,Xerostomia,Dry mouth,"Dry mouth, decreased saliva, cottonmouth, mouth doesn't make enough saliva, mouth doesn't produce enough saliva, sensation of oral dryness, reduced saliva flow, absent saliva flow, low saliva, hypofunction of the salivary glands, inadequate function of the salivary glands, salivary glands don't make sufficient saliva",Is your mouth dry in a way that it does not have enough saliva?,both,True,True,655,symptom
1,310,Weight loss,,"not gaining weight, losing weight unintentionally, insufficient weight, inappropriate weight loss, unintentional weight loss, unexplained weight loss, inability to gain weight, inappropriate decrease in body weight, sudden weight loss, unexpected weight loss, cannot gain weight, unintentional weight loss, underweight, not gaining weight properly",,both,TRUE,,,
