label,desc
41768,Tennis court as the place of occurrence of the external cause
41769,Other athletic court as the place of occurrence of the external cause
41770,Athletic field as the place of occurrence of the external cause
41771,Baseball field as the place of occurrence of the external cause
41772,Football field as the place of occurrence of the external cause
41773,Soccer field as the place of occurrence of the external cause
41774,Other athletic field as the place of occurrence of the external cause
41774,Cricket field as the place of occurrence of the external cause
41774,Hockey field as the place of occurrence of the external cause
41775,Skating rink as the place of occurrence of the external cause
41776,Ice skating rink (indoor) (outdoor) as the place of occurrence of the external cause
41777,Roller skating rink as the place of occurrence of the external cause
41778,Swimming pool (public) as the place of occurrence of the external cause
41779,Other specified sports and athletic area as the place of occurrence of the external cause
41779,Golf-course as the place of occurrence of the external cause
41779,Gymnasium as the place of occurrence of the external cause
41779,Riding-school as the place of occurrence of the external cause
41779,Stadium as the place of occurrence of the external cause
41780,"Street, highway and other paved roadways as the place of occurrence of the external cause"
41781,Street and highway as the place of occurrence of the external cause
41782,Unspecified street and highway as the place of occurrence of the external cause
41782,Road NOS as the place of occurrence of the external cause
41783,Interstate highway as the place of occurrence of the external cause
41783,Freeway as the place of occurrence of the external cause
41783,Motorway as the place of occurrence of the external cause
41784,Parkway as the place of occurrence of the external cause
41785,State road as the place of occurrence of the external cause
41786,Local residential or business street as the place of occurrence of the external cause
41787,Exit ramp or entrance ramp of street or highway as the place of occurrence of the external cause
41788,Other paved roadways as the place of occurrence of the external cause
41789,Sidewalk as the place of occurrence of the external cause
41790,Parking lot as the place of occurrence of the external cause
41791,Bike path as the place of occurrence of the external cause
41792,Other paved roadways as the place of occurrence of the external cause
41793,Trade and service area as the place of occurrence of the external cause
41794,Private commercial establishments as the place of occurrence of the external cause
41795,Bank as the place of occurrence of the external cause
41796,Restaurant or café as the place of occurrence of the external cause
41797,"Supermarket, store or market as the place of occurrence of the external cause"
41798,Shop (commercial) as the place of occurrence of the external cause
41799,Service areas as the place of occurrence of the external cause
41800,Airport as the place of occurrence of the external cause
41801,Bus station as the place of occurrence of the external cause
41802,Railway station as the place of occurrence of the external cause
41803,Highway rest stop as the place of occurrence of the external cause
41804,Gas station as the place of occurrence of the external cause
41804,Petroleum station as the place of occurrence of the external cause
41804,Service station as the place of occurrence of the external cause
41805,Ambulatory health services establishments as the place of occurrence of the external cause
41806,Ambulatory surgery center as the place of occurrence of the external cause
41806,"Outpatient surgery center, including that connected with a hospital as the place of occurrence of the external cause"
41806,"Same day surgery center, including that connected with a hospital as the place of occurrence of the external cause"
41807,Health care provider office as the place of occurrence of the external cause
41807,Physician office as the place of occurrence of the external cause
41808,Urgent care center as the place of occurrence of the external cause
41809,Other ambulatory health services establishments as the place of occurrence of the external cause
41810,Other trade areas as the place of occurrence of the external cause
41810,Office building as the place of occurrence of the external cause
41810,Casino as the place of occurrence of the external cause
41810,Garage (commercial) as the place of occurrence of the external cause
41810,Hotel as the place of occurrence of the external cause
41810,Radio or television station as the place of occurrence of the external cause
41810,Shopping mall as the place of occurrence of the external cause
41810,Warehouse as the place of occurrence of the external cause
41811,Industrial and construction area as the place of occurrence of the external cause
41812,Building [any] under construction as the place of occurrence of the external cause
41813,Dock or shipyard as the place of occurrence of the external cause
41813,Dockyard as the place of occurrence of the external cause
41813,Dry dock as the place of occurrence of the external cause
41813,Shipyard as the place of occurrence of the external cause
41814,Factory as the place of occurrence of the external cause
41814,Factory building as the place of occurrence of the external cause
41814,Factory premises as the place of occurrence of the external cause
41814,Industrial yard as the place of occurrence of the external cause
41815,Mine or pit as the place of occurrence of the external cause
41815,Mine as the place of occurrence of the external cause
41816,Oil rig as the place of occurrence of the external cause
41816,Pit (coal) (gravel) (sand) as the place of occurrence of the external cause
41817,Other specified industrial and construction area as the place of occurrence of the external cause
41817,Gasworks as the place of occurrence of the external cause
41817,Power-station (coal) (nuclear) (oil) as the place of occurrence of the external cause
41817,Tunnel under construction as the place of occurrence of the external cause
41817,Workshop as the place of occurrence of the external cause
41818,Farm as the place of occurrence of the external cause
41818,Ranch as the place of occurrence of the external cause
41819,Barn as the place of occurrence of the external cause
41820,Chicken coop as the place of occurrence of the external cause
41820,Hen house as the place of occurrence of the external cause
41821,Farm field as the place of occurrence of the external cause
41822,Orchard as the place of occurrence of the external cause
41823,Other farm location as the place of occurrence of the external cause
41824,Other places as the place of occurrence of the external cause
41825,Transport vehicle as the place of occurrence of the external cause
41826,Car as the place of occurrence of the external cause
41827,Bus as the place of occurrence of the external cause
41828,Truck as the place of occurrence of the external cause
41829,Airplane as the place of occurrence of the external cause
41830,Boat as the place of occurrence of the external cause
41831,Train as the place of occurrence of the external cause
41832,Subway car as the place of occurrence of the external cause
41833,Other transport vehicle as the place of occurrence of the external cause
41834,Wilderness area
41835,Desert as the place of occurrence of the external cause
41836,Forest as the place of occurrence of the external cause
41837,Other wilderness area as the place of occurrence of the external cause
41837,Swamp as the place of occurrence of the external cause
41837,Mountain as the place of occurrence of the external cause
41837,Marsh as the place of occurrence of the external cause
41837,Prairie as the place of occurrence of the external cause
41838,Recreation area as the place of occurrence of the external cause
41839,Public park as the place of occurrence of the external cause
41840,Amusement park as the place of occurrence of the external cause
41841,Beach as the place of occurrence of the external cause
41841,Seashore as the place of occurrence of the external cause
41842,Campsite as the place of occurrence of the external cause
41843,Zoological garden (Zoo) as the place of occurrence of the external cause
41844,Other recreation area as the place of occurrence of the external cause
41845,Military training ground as the place of occurrence of the external cause
41846,Railroad track as the place of occurrence of the external cause
41847,Slaughter house as the place of occurrence of the external cause
41848,Other specified places as the place of occurrence of the external cause
41848,Derelict house as the place of occurrence of the external cause
41849,Unspecified place or not applicable
41850,Activity codes
41851,Activities involving walking and running
41852,"Activity, walking, marching and hiking"
41852,"Activity, walking, marching and hiking on level or elevated terrain"
41853,"Activity, running"
41854,Activities involving water and water craft
41855,"Activity, swimming"
41856,"Activity, springboard and platform diving"
41857,"Activity, water polo"
41858,"Activity, water aerobics and water exercise"
41859,"Activity, underwater diving and snorkeling"
41859,"Activity, SCUBA diving"
41860,"Activity, rowing, canoeing, kayaking, rafting and tubing"
41860,"Activity, canoeing, kayaking, rafting and tubing in calm and turbulent water"
41861,"Activity, water skiing and wake boarding"
41862,"Activity, surfing, windsurfing and boogie boarding"
41862,"Activity, water sliding"
41863,"Activity, other involving water and watercraft"
41863,Activity involving water NOS
41863,"Activity, parasailing"
41863,"Activity, water survival training and testing"
41864,Activities involving ice and snow
41865,"Activity, ice skating"
41865,"Activity, figure skating (singles) (pairs)"
41865,"Activity, ice dancing"
41866,"Activity, ice hockey"
41867,"Activity, snow (alpine) (downhill) skiing, snowboarding, sledding, tobogganing and snow tubing"
41868,"Activity, cross country skiing"
41868,"Activity, nordic skiing"
41869,"Activity, other involving ice and snow"
41869,Activity involving ice and snow NOS
41870,"Activities involving climbing, rappelling and jumping off"
41871,"Activity, mountain climbing, rock climbing and wall climbing"
41872,"Activity, rappelling"
41873,"Activity, BASE jumping"
41873,"Activity, Building, Antenna, Span, Earth jumping"
41874,"Activity, bungee jumping"
41875,"Activity, hang gliding"
41876,"Activity, other involving climbing, rappelling and jumping off"
41877,Activities involving dancing and other rhythmic movement
41878,"Activity, dancing"
41879,"Activity, yoga"
41880,"Activity, gymnastics"
41880,"Activity, rhythmic gymnastics"
41881,"Activity, trampolining"
41882,"Activity, cheerleading"
41883,"Activity, other involving dancing and other rhythmic movements"
41884,Activities involving other sports and athletics played individually
41885,"Activity, roller skating (inline) and skateboarding"
41886,"Activity, horseback riding"
41887,"Activity, golf"
41888,"Activity, bowling"
41889,"Activity, bike riding"
41890,"Activity, jumping rope"
41891,"Activity, non-running track and field events"
41892,"Activity, other involving other sports and athletics played individually"
41893,Activities involving other sports and athletics played as a team or group
41894,"Activity, american tackle football"
41894,"Activity, football NOS"
41895,"Activity, american flag or touch football"
41896,"Activity, rugby"
41897,"Activity, baseball"
41897,"Activity, softball"
41898,"Activity, lacrosse and field hockey"
41899,"Activity, soccer"
41900,"Activity, basketball"
41901,"Activity, volleyball (beach) (court)"
41902,"Activity, physical games generally associated with school recess, summer camp and children"
41902,"Activity, capture the flag"
41902,"Activity, dodge ball"
41902,"Activity, four square"
41902,"Activity, kickball"
41903,"Activity, other involving other sports and athletics played as a team or group"
41903,"Activity, cricket"
41904,Activities involving other specified sports and athletics
41905,"Activity, boxing"
41906,"Activity, wrestling"
41907,"Activity, racquet and hand sports"
41907,"Activity, handball"
41907,"Activity, racquetball"
41907,"Activity, squash"
41907,"Activity, tennis"
41908,"Activity, frisbee"
41908,"Activity, ultimate frisbee"
41909,"Activity, martial arts"
41909,"Activity, combatives"
41910,"Activity, other specified sports and athletics"
41911,Activities involving other cardiorespiratory exercise
41911,Activities involving physical training
41912,"Activity, exercise machines primarily for cardiorespiratory conditioning"
41912,"Activity, elliptical and stepper machines"
41912,"Activity, stationary bike"
41912,"Activity, treadmill"
41913,"Activity, calisthenics"
41913,"Activity, jumping jacks"
41913,"Activity, warm up and cool down"
41914,"Activity, aerobic and step exercise"
41915,"Activity, circuit training"
41916,"Activity, obstacle course"
41916,"Activity, challenge course"
41916,"Activity, confidence course"
41917,"Activity, grass drills"
41917,"Activity, guerilla drills"
41918,"Activity, other involving cardiorespiratory exercise"
41919,Activities involving other muscle strengthening exercises
41920,"Activity, exercise machines primarily for muscle strengthening"
41921,"Activity, push-ups, pull-ups, sit-ups"
41922,"Activity, free weights"
41922,"Activity, barbells"
41922,"Activity, dumbbells"
41923,"Activity, pilates"
41924,"Activity, other involving muscle strengthening exercises"
41925,Activities involving computer technology and electronic devices
41926,"Activity, computer keyboarding"
41926,"Activity, electronic game playing using keyboard or other stationary device"
41927,"Activity, hand held interactive electronic device"
41927,"Activity, cellular telephone and communication device"
41927,"Activity, electronic game playing using interactive device"
41928,"Activity, other involving computer technology and electronic devices"
41929,Activities involving arts and handcrafts
41930,"Activity, knitting and crocheting"
41931,"Activity, sewing"
41932,"Activity, furniture building and finishing"
41932,"Activity, furniture repair"
41933,"Activity, other involving arts and handcrafts"
41934,Activities involving personal hygiene and interior property and clothing maintenance
41935,"Activity, personal bathing and showering"
41936,"Activity, laundry"
41937,"Activity, vacuuming"
41938,"Activity, ironing"
41939,"Activity, floor mopping and cleaning"
41940,"Activity, residential relocation"
41940,"Activity, packing up and unpacking involved in moving to a new residence"
41941,"Activity, other personal hygiene"
41942,"Activity, other interior property and clothing maintenance"
41943,Activities involving caregiving
41943,Activity involving the provider of caregiving
41944,"Activity, caregiving, bathing"
41945,"Activity, caregiving, lifting"
41946,"Activity, other caregiving"
41947,"Activities involving food preparation, cooking and grilling"
41948,"Activity, food preparation and clean up"
41948,"Activity, dishwashing"
41949,"Activity, grilling and smoking food"
41950,"Activity, cooking and baking"
41950,"Activity, use of stove, oven and microwave oven"
41951,"Activity, other involving cooking and grilling"
41952,"Activities involving exterior property and land maintenance, building and construction"
41953,"Activity, digging, shoveling and raking"
41953,"Activity, dirt digging"
41953,"Activity, raking leaves"
41953,"Activity, snow shoveling"
41954,"Activity, gardening and landscaping"
41954,"Activity, pruning, trimming shrubs, weeding"
41955,"Activity, building and construction"
41956,"Activity, other involving exterior property and land maintenance, building and construction"
41957,Activities involving roller coasters and other types of external motion
41958,"Activity, roller coaster riding"
41959,"Activity, other involving external motion"
41960,Activities involving playing musical instrument
41960,Activity involving playing electric musical instrument
41961,"Activity, piano playing"
41961,"Activity, musical keyboard (electronic) playing"
41962,"Activity, drum and other percussion instrument playing"
41963,"Activity, string instrument playing"
41964,"Activity, winds and brass instrument playing"
41965,Activities involving animal care
41966,"Activity, walking an animal"
41967,"Activity, milking an animal"
41968,"Activity, grooming and shearing an animal"
41969,"Activity, other involving animal care"
41970,"Activities, other specified"
41971,"Activity, refereeing a sports activity"
41972,"Activity, spectator at an event"
41973,"Activity, rough housing and horseplay"
41974,"Activity, sleeping"
41975,"Activity, choking game"
41975,"Activity, blackout game"
41975,"Activity, fainting game"
41975,"Activity, pass out game"
41976,"Activity, other specified"
41977,"Activity, unspecified"
41978,Nosocomial condition
41979,External cause status
41980,Civilian activity done for income or pay
41980,Civilian activity done for financial or other compensation
41981,Military activity
41982,Volunteer activity
41983,Other external cause status
41983,Activity NEC
41983,Activity of child or other family member assisting in compensated work of other family member
41983,Hobby not done for income
41983,Leisure activity
41983,Off-duty activity of military personnel
41983,Recreation or sport not for income or while a student
41983,Student activity
41984,Unspecified external cause status
41985,"Encounter for general examination without complaint, suspected or reported diagnosis"
41986,Encounter for general adult medical examination
41986,Encounter for adult periodic examination (annual) (physical) and any associated laboratory and radiologic examinations
41987,Encounter for general adult medical examination without abnormal findings
41987,Encounter for adult health check-up NOS
41988,Encounter for general adult medical examination with abnormal findings
41989,"Encounter for newborn, infant and child health examinations"
41990,Newborn health examination
41990,Health check for child under 29 days old
41991,Health examination for newborn under 8 days old
41991,Health check for newborn under 8 days old
41992,Health examination for newborn 8 to 28 days old
41992,Health check for newborn 8 to 28 days old
41992,Newborn weight check
41993,Encounter for routine child health examination
41993,Health check (routine) for child over 28 days old
41993,Immunizations appropriate for age
41993,Routine developmental screening of infant or child
41993,Routine vision and hearing testing
41994,Encounter for routine child health examination with abnormal findings
41995,Encounter for routine child health examination without abnormal findings
41995,Encounter for routine child health examination NOS
41996,Encounter for examination for period of rapid growth in childhood
41997,Encounter for examination for adolescent development state
41997,Encounter for puberty development state
41998,Encounter for examination of potential donor of organ and tissue
41999,Encounter for examination for normal comparison and control in clinical research program
41999,Examination of participant or control in clinical research program
42000,Encounter for examination for period of delayed growth in childhood
42001,Encounter for examination for period of delayed growth in childhood without abnormal findings
42002,Encounter for examination for period of delayed growth in childhood with abnormal findings
42003,Encounter for other general examination
42003,Encounter for health examination in population surveys
42004,"Encounter for other special examination without complaint, suspected or reported diagnosis"
42005,Encounter for examination of eyes and vision
42006,Encounter for examination of eyes and vision without abnormal findings
42006,Encounter for examination of eyes and vision NOS
42007,Encounter for examination of eyes and vision with abnormal findings
42008,Encounter for examination of eyes and vision following failed vision screening
42009,Encounter for examination of eyes and vision following failed vision screening without abnormal findings
42010,Encounter for examination of eyes and vision following failed vision screening with abnormal findings
42011,Encounter for examination of ears and hearing
42012,Encounter for examination of ears and hearing without abnormal findings
42012,Encounter for examination of ears and hearing NOS
42013,Encounter for examination of ears and hearing with abnormal findings
42014,Encounter for hearing examination following failed hearing screening
42015,Encounter for examination of ears and hearing with other abnormal findings
42016,Encounter for hearing conservation and treatment
42017,Encounter for dental examination and cleaning
42018,Encounter for dental examination and cleaning without abnormal findings
42018,Encounter for dental examination and cleaning NOS
42019,Encounter for dental examination and cleaning with abnormal findings
42020,Encounter for examination of blood pressure
42021,Encounter for examination of blood pressure without abnormal findings
42021,Encounter for examination of blood pressure NOS
42022,Encounter for examination of blood pressure with abnormal findings
42023,Encounter for gynecological examination
42024,Encounter for routine gynecological examination
42024,Encounter for general gynecological examination with or without cervical smear
42024,Encounter for gynecological examination (general) (routine) NOS
42024,Encounter for pelvic examination (annual) (periodic)
42025,Encounter for gynecological examination (general) (routine) with abnormal findings
42026,Encounter for gynecological examination (general) (routine) without abnormal findings
42027,Encounter for cervical smear to confirm findings of recent normal smear following initial abnormal smear
42028,Encounter for other specified special examinations
42029,Encounter for preprocedural examinations
42029,Encounter for preoperative examinations
42029,Encounter for radiological and imaging examinations as part of preprocedural examination
42030,Encounter for preprocedural cardiovascular examination
42031,Encounter for preprocedural respiratory examination
42032,Encounter for preprocedural laboratory examination
42032,Blood and urine tests prior to treatment or procedure
42033,Encounter for other preprocedural examination
42033,Encounter for preprocedural examination NOS
42033,Encounter for examinations prior to antineoplastic chemotherapy
42034,Encounter for allergy testing
42035,Encounter for blood typing
42035,Encounter for Rh typing
42036,Encounter for antibody response examination
42036,Encounter for immunity status testing
42037,Encounter for other specified special examinations
42038,Encounter for administrative examination
42039,Encounter for examination for admission to educational institution
42039,Encounter for examination for admission to preschool (education)
42039,Encounter for examination for re-admission to school following illness or medical treatment
42040,Encounter for pre-employment examination
42041,Encounter for examination for admission to residential institution
42042,Encounter for examination for recruitment to armed forces
42043,Encounter for examination for driving license
42044,Encounter for examination for participation in sport
42045,Encounter for examination for insurance purposes
42046,Encounter for issue of medical certificate
42047,Encounter for disability determination
42047,Encounter for issue of medical certificate of incapacity
42047,Encounter for issue of medical certificate of invalidity
42048,Encounter for issue of other medical certificate
42049,Encounter for other administrative examinations
42050,Encounter for paternity testing
42051,Encounter for adoption services
42052,Encounter for blood-alcohol and blood-drug test
42053,Encounter for child welfare exam
42053,Encounter for child welfare screening exam
42054,Encounter for other administrative examinations
42054,Encounter for examination for admission to prison
42054,Encounter for examination for admission to summer camp
42054,Encounter for immigration examination
42054,Encounter for naturalization examination
42054,Encounter for premarital examination
42055,"Encounter for administrative examinations, unspecified"
42056,Encounter for medical observation for suspected diseases and conditions ruled out
42056,"This category is to be used when a person without a diagnosis is suspected of having an abnormal condition, without signs or symptoms, which requires study, but after examination and observation, is ruled out. This category is also for use for administrative and legal observation status."
42057,Encounter for observation for suspected toxic effect from ingested substance ruled out
42057,Encounter for observation for suspected adverse effect from drug
42057,Encounter for observation for suspected poisoning
42058,Encounter for suspected maternal and fetal conditions ruled out
42058,Encounter for suspected maternal and fetal conditions not found
42059,Encounter for suspected problem with amniotic cavity and membrane ruled out
42059,Encounter for suspected oligohydramnios ruled out
42059,Encounter for suspected polyhydramnios ruled out
42060,Encounter for suspected placental problem ruled out
42061,Encounter for suspected fetal anomaly ruled out
42062,Encounter for suspected problem with fetal growth ruled out
42063,Encounter for suspected cervical shortening ruled out
42064,Encounter for other suspected maternal and fetal conditions ruled out
42065,Encounter for observation for other suspected diseases and conditions ruled out
42066,Encounter for observation for suspected exposure to biological agents ruled out
42067,Encounter for observation for suspected exposure to anthrax ruled out
42068,Encounter for observation for suspected exposure to other biological agents ruled out
42069,Encounter for observation for suspected foreign body ruled out
42070,Encounter for observation for suspected ingested foreign body ruled out
42071,Encounter for observation for suspected aspirated (inhaled) foreign body ruled out
42072,Encounter for observation for suspected inserted (injected) foreign body ruled out
42072,Encounter for observation for suspected inserted (injected) foreign body in eye ruled out
42072,Encounter for observation for suspected inserted (injected) foreign body in orifice ruled out
42072,Encounter for observation for suspected inserted (injected) foreign body in skin ruled out
42073,Encounter for observation for suspected conditions related to home physiologic monitoring device ruled out
42073,Encounter for observation for apnea alarm without findings
42073,Encounter for observation for bradycardia alarm without findings
42073,Encounter for observation for malfunction of home cardiorespiratory monitor
42073,Encounter for observation for non-specific findings home physiologic monitoring device
42073,Encounter for observation for pulse oximeter alarm without findings
42074,Encounter for observation for other suspected diseases and conditions ruled out
42075,Encounter for examination and observation for other reasons
42076,Encounter for examination and observation following transport accident
42077,Encounter for examination and observation following work accident
42078,Encounter for examination and observation following other accident
42079,Encounter for examination and observation following alleged rape
42079,Encounter for examination and observation of victim following alleged rape
42079,Encounter for examination and observation of victim following alleged sexual abuse
42080,Encounter for examination and observation following alleged adult rape
42080,"Suspected adult rape, ruled out"
42080,"Suspected adult sexual abuse, ruled out"
42081,Encounter for examination and observation following alleged child rape
42081,"Suspected child rape, ruled out"
42081,"Suspected child sexual abuse, ruled out"
42082,"Encounter for general psychiatric examination, requested by authority"
42083,Encounter for examination and observation following alleged physical abuse
42084,Encounter for examination and observation following alleged adult physical abuse
42084,"Suspected adult physical abuse, ruled out"
42085,Encounter for examination and observation following alleged child physical abuse
42085,"Suspected child physical abuse, ruled out"
42086,Encounter for examination and observation for other specified reasons
42086,Encounter for examination and observation for request for expert evidence
42087,Encounter for examination and observation of victim following forced sexual exploitation
42088,Encounter for examination and observation of victim following forced labor exploitation
42089,Encounter for examination and observation for other specified reasons
42090,Encounter for examination and observation for unspecified reason
42090,Encounter for observation NOS
42091,Encounter for observation and evaluation of newborn for suspected diseases and conditions ruled out
42091,"This category is to be used for newborns, within the neonatal period (the first 28 days of life), who are suspected of having an abnormal condition, but without signs or symptoms, and which, after examination and observation, is ruled out."
42092,Observation and evaluation of newborn for suspected cardiac condition ruled out
42093,Observation and evaluation of newborn for suspected infectious condition ruled out
42094,Observation and evaluation of newborn for suspected neurological condition ruled out
42095,Observation and evaluation of newborn for suspected respiratory condition ruled out
42096,"Observation and evaluation of newborn for suspected genetic, metabolic or immunologic condition ruled out"
42097,Observation and evaluation of newborn for suspected genetic condition ruled out
42098,Observation and evaluation of newborn for suspected metabolic condition ruled out
42099,Observation and evaluation of newborn for suspected immunologic condition ruled out
42100,Observation and evaluation of newborn for suspected gastrointestinal condition ruled out
42101,Observation and evaluation of newborn for suspected genitourinary condition ruled out
42102,"Observation and evaluation of newborn for suspected skin, subcutaneous, musculoskeletal and connective tissue condition ruled out"
42103,Observation and evaluation of newborn for suspected skin and subcutaneous tissue condition ruled out
42104,Observation and evaluation of newborn for suspected musculoskeletal condition ruled out
42105,Observation and evaluation of newborn for suspected connective tissue condition ruled out
42106,Observation and evaluation of newborn for other specified suspected condition ruled out
42107,Observation and evaluation of newborn for suspected condition related to home physiologic monitoring device ruled out
42107,Encounter for observation of newborn for apnea alarm without findings
42107,Encounter for observation of newborn for bradycardia alarm without findings
42107,Encounter for observation of newborn for malfunction of home cardiorespiratory monitor
42107,Encounter for observation of newborn for non-specific findings home physiologic monitoring device
42107,Encounter for observation of newborn for pulse oximeter alarm without findings
42108,Observation and evaluation of newborn for other specified suspected condition ruled out
42109,Observation and evaluation of newborn for unspecified suspected condition ruled out
42110,Encounter for follow-up examination after completed treatment for malignant neoplasm
42110,Medical surveillance following completed treatment
42111,Encounter for follow-up examination after completed treatment for conditions other than malignant neoplasm
42111,Medical surveillance following completed treatment
42112,Encounter for screening for infectious and parasitic diseases
42112,Screening is the testing for disease or disease precursors in asymptomatic individuals so that early detection and treatment can be provided for those who test positive for the disease.
42113,Encounter for screening for intestinal infectious diseases
42114,Encounter for screening for respiratory tuberculosis
42114,Encounter for screening for active tuberculosis disease
42115,Encounter for screening for other bacterial diseases
42116,Encounter for screening for infections with a predominantly sexual mode of transmission
42117,Encounter for screening for human immunodeficiency virus [HIV]
42118,Encounter for screening for other viral diseases
42119,Encounter for screening for human papillomavirus (HPV)
42120,Encounter for screening for COVID-19
42121,Encounter for screening for other viral diseases
42122,Encounter for screening for other protozoal diseases and helminthiases
42123,Encounter for testing for latent tuberculosis infection
42124,Encounter for screening for other infectious and parasitic diseases
42124,Encounter for screening for chlamydia
42124,Encounter for screening for rickettsial
42124,Encounter for screening for spirochetal
42124,Encounter for screening for mycoses
42125,"Encounter for screening for infectious and parasitic diseases, unspecified"
42126,Encounter for screening for malignant neoplasms
42126,Screening is the testing for disease or disease precursors in asymptomatic individuals so that early detection and treatment can be provided for those who test positive for the disease.
42127,Encounter for screening for malignant neoplasm of stomach
42128,Encounter for screening for malignant neoplasm of intestinal tract
42129,"Encounter for screening for malignant neoplasm of intestinal tract, unspecified"
42130,Encounter for screening for malignant neoplasm of colon
42130,Encounter for screening colonoscopy NOS
42131,Encounter for screening for malignant neoplasm of rectum
42132,Encounter for screening for malignant neoplasm of small intestine
42133,Encounter for screening for malignant neoplasm of respiratory organs
42134,Encounter for screening for malignant neoplasm of breast
42135,Encounter for screening mammogram for malignant neoplasm of breast
42136,Encounter for other screening for malignant neoplasm of breast
42137,Encounter for screening for malignant neoplasm of cervix
42137,Encounter for screening pap smear for malignant neoplasm of cervix
42138,Encounter for screening for malignant neoplasm of prostate
42139,Encounter for screening for malignant neoplasm of bladder
42140,Encounter for screening for malignant neoplasm of other genitourinary organs
42141,Encounter for screening for malignant neoplasm of testis
42142,Encounter for screening for malignant neoplasm of vagina
42142,Vaginal pap smear status-post hysterectomy for non-malignant condition
42143,Encounter for screening for malignant neoplasm of ovary
42144,Encounter for screening for malignant neoplasm of other genitourinary organs
42145,Encounter for screening for malignant neoplasm of other sites
42146,Encounter for screening for malignant neoplasm of oral cavity
42147,Encounter for screening for malignant neoplasm of nervous system
42148,Encounter for screening for malignant neoplasm of skin
42149,Encounter for screening for malignant neoplasm of other sites
42150,"Encounter for screening for malignant neoplasm, site unspecified"
42151,Encounter for screening for other diseases and disorders
42151,Screening is the testing for disease or disease precursors in asymptomatic individuals so that early detection and treatment can be provided for those who test positive for the disease.
42152,Encounter for screening for diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism
42153,Encounter for screening for diabetes mellitus
42154,"Encounter for screening for nutritional, metabolic and other endocrine disorders"
42155,Encounter for screening for nutritional disorder
42156,Encounter for screening for metabolic disorder
42157,Encounter for screening for lipoid disorders
42157,Encounter for screening for cholesterol level
42157,Encounter for screening for hypercholesterolemia
42157,Encounter for screening for hyperlipidemia
42158,Encounter for screening for other metabolic disorders
42159,Encounter for screening for other suspected endocrine disorder
42160,Encounter for screening examination for mental health and behavioral disorders
42161,"Encounter for screening examination for mental health and behavioral disorders, unspecified"
42162,Encounter for screening for depression
42162,"Encounter for screening for depression, adult"
42162,Encounter for screening for depression for child or adolescent
42163,Encounter for screening for maternal depression
42163,Encounter for screening for perinatal depression
42164,Encounter for screening examination for other mental health and behavioral disorders
42164,Encounter for screening for alcoholism
42164,Encounter for screening for intellectual disabilities
42165,Encounter for screening for certain developmental disorders in childhood
42165,Encounter for development testing of infant or child
42165,Encounter for screening for developmental handicaps in early childhood
42166,Encounter for screening for unspecified developmental delays
42167,Encounter for autism screening
42168,Encounter for screening for global developmental delays (milestones)
42168,Encounter for screening for developmental handicaps in early childhood
42169,Encounter for screening for other developmental delays
42170,Encounter for screening for eye and ear disorders
42171,Encounter for screening for cardiovascular disorders
42172,Encounter for screening for genetic and chromosomal anomalies
42173,Encounter for nonprocreative screening for genetic disease carrier status
42174,Encounter for other screening for genetic and chromosomal anomalies
42175,Encounter for screening for other specified diseases and disorders
42176,Encounter for screening for digestive system disorders
42177,Encounter for screening for upper gastrointestinal disorder
42178,Encounter for screening for lower gastrointestinal disorder
42179,Encounter for screening for other digestive system disorders
42180,Encounter for screening for musculoskeletal disorder
42181,Encounter for screening for osteoporosis
42182,Encounter for screening for other musculoskeletal disorder
42183,Encounter for screening for respiratory disorder NEC
42184,Encounter for screening for dental disorders
42185,Encounter for screening for nervous system disorders
42186,Encounter for screening for traumatic brain injury
42187,Encounter for screening for other nervous system disorders
42188,Encounter for screening for disorder due to exposure to contaminants
42189,Encounter for screening for other disorder
42189,Encounter for screening for genitourinary disorders
42190,"Encounter for screening, unspecified"
42191,Genetic carrier
42192,Hemophilia A carrier
42193,Asymptomatic hemophilia A carrier
42194,Symptomatic hemophilia A carrier
42195,Cystic fibrosis carrier
42196,Genetic carrier of other disease
42197,Genetic susceptibility to disease
42198,Genetic susceptibility to malignant neoplasm
42199,Genetic susceptibility to malignant neoplasm of breast
42200,Genetic susceptibility to malignant neoplasm of ovary
42201,Genetic susceptibility to malignant neoplasm of prostate
42202,Genetic susceptibility to malignant neoplasm of endometrium
42203,Genetic susceptibility to other malignant neoplasm
42204,Genetic susceptibility to other disease
42205,Genetic susceptibility to multiple endocrine neoplasia [MEN]
42206,Genetic susceptibility to other disease
42207,Contact with and (suspected) exposure to communicable diseases
42208,Contact with and (suspected) exposure to intestinal infectious diseases
42209,Contact with and (suspected) exposure to intestinal infectious diseases due to Escherichia coli (E. coli)
42210,Contact with and (suspected) exposure to other intestinal infectious diseases
42211,Contact with and (suspected) exposure to tuberculosis
42212,Contact with and (suspected) exposure to infections with a predominantly sexual mode of transmission
42213,Contact with and (suspected) exposure to rabies
42214,Contact with and (suspected) exposure to rubella
42215,Contact with and (suspected) exposure to viral hepatitis
42216,Contact with and (suspected) exposure to human immunodeficiency virus [HIV]
42217,"Contact with and (suspected) exposure to pediculosis, acariasis and other infestations"
42218,Contact with and (suspected) exposure to other communicable diseases
42219,Contact with and (suspected) exposure to other bacterial communicable diseases
42220,Contact with and (suspected) exposure to anthrax
